Timestamp,Interface,Action,Temperature,Elapsed Time
2024-07-24T15:39:03.594562,Audio,Play audio1.mp3,20,3.7862186431884766
2024-07-24T15:39:04.531519,Audio,Play audio1.mp3,20,4.723177909851074
2024-07-24T15:39:31.676800,Infotainment Touch,Change Temperature,21,31.868458032608032
2024-07-24T15:39:31.750672,Infotainment Touch,Change Temperature,22,31.942330360412598
2024-07-24T15:39:31.764528,Infotainment Touch,Change Temperature,23,31.956186771392822
2024-07-24T15:39:31.764663,Infotainment Touch,Change Temperature,25,31.956321477890015
2024-07-24T15:39:31.765407,Infotainment Touch,Change Temperature,24,31.957066297531128
2024-07-24T15:39:31.772312,Infotainment Touch,Change Temperature,25,31.96397066116333
2024-07-24T15:39:31.854296,Infotainment Touch,Change Temperature,26,32.04595351219177
2024-07-24T15:39:31.951225,Infotainment Touch,Change Temperature,25,32.14288377761841
2024-07-24T15:39:31.963967,Infotainment Touch,Change Temperature,24,32.15562558174133
2024-07-24T15:39:31.972353,Infotainment Touch,Change Temperature,24,32.16401028633118
2024-07-24T15:39:31.987498,Infotainment Touch,Change Temperature,23,32.17915678024292
2024-07-24T15:39:32.052516,Infotainment Touch,Change Temperature,23,32.244174003601074
2024-07-24T15:39:32.062573,Infotainment Touch,Change Temperature,22,32.254230976104736
2024-07-24T15:39:32.062750,Infotainment Touch,Change Temperature,20,32.254408836364746
2024-07-24T15:39:32.062804,Infotainment Touch,Change Temperature,21,32.25446391105652
2024-07-24T15:39:32.074148,Infotainment Touch,Change Temperature,20,32.265807151794434
2024-07-24T15:39:32.086991,Infotainment Touch,Change Temperature,19,32.27864933013916
2024-07-24T15:39:32.160161,Infotainment Touch,Change Temperature,19,32.35181975364685
2024-07-24T15:39:32.170620,Infotainment Touch,Change Temperature,18,32.36227869987488
2024-07-24T15:39:36.057570,Audio,Play audio2.mp3,18,36.24922847747803
2024-07-24T15:39:36.987812,Audio,Play audio2.mp3,18,37.17947030067444
2024-07-24T15:39:37.210691,Audio,Play audio2.mp3,18,37.4023494720459
2024-07-24T15:39:38.405990,Audio,Play audio2.mp3,18,38.59764862060547
2024-07-24T15:39:38.612310,Audio,Play audio2.mp3,18,38.80396842956543
2024-07-24T15:39:39.738826,Audio,Play audio3.mp3,18,39.93048429489136
2024-07-24T15:39:47.731133,Audio,Play audio2.mp3,18,47.922791481018066
2024-07-24T15:39:51.307852,Audio,Play audio3.mp3,18,51.499510288238525
2024-07-24T15:39:51.916160,Audio,Play audio3.mp3,18,52.107818841934204
2024-07-24T15:39:52.128003,Audio,Play audio3.mp3,18,52.3196587562561
2024-07-24T15:39:53.681634,Audio,Play audio3.mp3,18,53.873291969299316
2024-07-24T15:39:53.900253,Audio,Play audio3.mp3,18,54.09191155433655
2024-07-24T15:39:54.826263,Audio,Play audio2.mp3,18,55.017921686172485
